device_id,date,time,temperature,RH,PM2.5,lat,lon
74DA38C7D4BA,2022-12-22,00:00:08,16.75,70.0,19.0,23.798,120.438
74DA38C7CEAC,2022-12-22,00:00:21,16.0,100.0,18.0,23.459,120.455
74DA38C7D61A,2022-12-22,00:00:22,18.75,46.0,6.0,24.769,120.978
74DA38B053CE,2022-12-22,00:00:26,19.62,53.0,33.0,23.496,120.457
74DA38C7D2AA,2022-12-22,00:00:31,18.37,75.0,19.0,23.718,120.441
74DA38B0539E,2022-12-22,00:00:44,12.87,100.0,96.0,23.581,120.559
74DA38C7D2AC,2022-12-22,00:00:55,15.87,100.0,21.0,23.707,120.451
74DA38C7D652,2022-12-22,00:01:12,14.87,63.0,13.0,24.784,121.022
74DA38B053E0,2022-12-22,00:01:15,17.0,59.0,14.0,25.062,121.451
74DA38C7D454,2022-12-22,00:01:16,18.0,86.0,23.0,23.773,120.265
74DA38B05400,2022-12-22,00:01:30,15.87,69.0,16.0,23.721,120.585
74DA38C7D62A,2022-12-22,00:01:35,13.62,100.0,1.0,24.813,120.981
74DA38C7D5E6,2022-12-22,00:01:37,14.75,100.0,35.0,23.62,120.261
74DA38C7D60A,2022-12-22,00:01:47,14.37,-93.0,17.0,24.741,120.906
74DA38B053D4,2022-12-22,00:02:01,25.12,51.0,14.0,25.021,121.501
74DA38C7D58C,2022-12-22,00:02:06,14.25,78.0,17.0,24.843,120.927
74DA38C7D242,2022-12-22,00:02:12,16.87,100.0,22.0,23.711,120.265
74DA38C7D640,2022-12-22,00:02:16,14.87,100.0,8.0,24.802,120.959
74DA38C7D510,2022-12-22,00:02:43,15.0,93.0,0.0,24.789,120.927
74DA38B053B2,2022-12-22,00:03:09,13.25,100.0,20.0,23.462,120.454
74DA38C7D092,2022-12-22,00:03:22,14.62,65.0,26.0,23.442,120.454
74DA38B05406,2022-12-22,00:03:23,14.5,86.0,26.0,23.698,120.539
74DA38C7D5AE,2022-12-22,00:03:34,19.62,95.0,19.0,23.612,120.158
