device_id,date,time,temperature,RH,PM2.5,lat,lon
74DA38C7D402,2023-12-11,00:00:02,26.0,100.0,22.0,23.792,120.33
74DA38C7CEAC,2023-12-11,00:00:06,25.62,100.0,39.0,23.459,120.455
74DA38C7D63E,2023-12-11,00:00:08,23.0,100.0,17.0,24.747,121.004
74DA38B053CA,2023-12-11,00:00:10,22.12,86.0,46.0,24.948,121.206
74DA38C7D408,2023-12-11,00:00:17,24.75,100.0,25.0,23.755,120.374
74DA38C7D640,2023-12-11,00:00:21,24.5,100.0,38.0,24.802,120.959
74DA38C7D454,2023-12-11,00:00:25,25.87,100.0,0.0,23.773,120.265
74DA38C7D62A,2023-12-11,00:00:28,23.62,100.0,5.0,24.813,120.981
74DA38B053E4,2023-12-11,00:01:08,22.87,100.0,31.0,24.797,121.001
74DA38C7D5E6,2023-12-11,00:02:09,24.87,100.0,54.0,23.62,120.261
74DA38B053F8,2023-12-11,00:02:28,24.75,100.0,39.0,24.807,120.955
74DA38C7D58C,2023-12-11,00:02:29,22.75,100.0,33.0,24.843,120.927
74DA38C7CEA6,2023-12-11,00:05:50,25.75,86.0,38.0,23.474,120.47
74DA38C7D092,2023-12-11,00:05:56,24.37,91.0,37.0,23.442,120.454
74DA38C7D60A,2023-12-11,00:05:57,24.25,100.0,0.0,24.741,120.906
74DA38C7D5AE,2023-12-11,00:06:00,26.12,100.0,22.0,23.612,120.158
74DA38C7D616,2023-12-11,00:06:01,24.37,100.0,24.0,24.794,120.978
74DA38B053CA,2023-12-11,00:06:05,22.25,86.0,46.0,24.948,121.206
74DA38C7D402,2023-12-11,00:06:05,25.87,100.0,21.0,23.792,120.33
74DA38C7D2AC,2023-12-11,00:06:07,26.25,100.0,44.0,23.707,120.451
74DA38C7CEAC,2023-12-11,00:06:12,25.75,100.0,39.0,23.459,120.455
74DA38C7D63E,2023-12-11,00:06:20,23.12,100.0,15.0,24.747,121.004
74DA38C7D454,2023-12-11,00:06:26,26.0,100.0,0.0,23.773,120.265
74DA38C7D640,2023-12-11,00:06:36,24.37,100.0,40.0,24.802,120.959
74DA38C7D62A,2023-12-11,00:06:39,23.75,100.0,5.0,24.813,120.981
74DA38B053E4,2023-12-11,00:07:11,23.0,100.0,31.0,24.797,121.001
74DA38B053F8,2023-12-11,00:08:23,24.87,100.0,39.0,24.807,120.955
74DA38C7D5E6,2023-12-11,00:08:28,24.87,100.0,54.0,23.62,120.261
74DA38C7D58C,2023-12-11,00:08:34,22.75,100.0,32.0,24.843,120.927
74DA38C7D4C6,2023-12-11,00:08:57,26.5,100.0,26.0,23.788,120.444
74DA38B053F4,2023-12-11,00:09:00,27.5,100.0,1.0,24.79,120.953
74DA38C7D606,2023-12-11,00:09:11,24.75,95.0,30.0,24.822,120.973
74DA38B0539E,2023-12-11,00:09:16,23.5,100.0,237.0,23.581,120.559
74DA38C7D510,2023-12-11,00:09:29,25.25,100.0,38.0,24.789,120.927
74DA38C7D652,2023-12-11,00:09:30,23.12,100.0,33.0,24.784,121.022
74DA38B053D4,2023-12-11,00:09:45,23.75,83.0,19.0,25.021,121.501
74DA38B053E0,2023-12-11,00:10:05,25.0,90.0,28.0,25.062,121.451
74DA38C7D5B8,2023-12-11,00:10:14,27.37,100.0,12.0,23.6,120.179
74DA38C7D4B4,2023-12-11,00:10:23,26.37,80.0,51.0,23.605,120.459
74DA38C7D46C,2023-12-11,00:10:24,24.5,100.0,62.0,23.483,120.487
74DA38B05406,2023-12-11,00:10:42,24.25,100.0,42.0,23.698,120.539
74DA38C7D242,2023-12-11,00:11:26,26.87,100.0,53.0,23.711,120.265
74DA38B053B2,2023-12-11,00:11:34,24.62,100.0,0.0,23.462,120.454
74DA38C7D63E,2023-12-11,00:12:33,23.25,100.0,15.0,24.747,121.004
74DA38C7D640,2023-12-11,00:12:49,24.25,100.0,39.0,24.802,120.959
74DA38C7D62A,2023-12-11,00:12:50,23.87,100.0,6.0,24.813,120.981
74DA38C7D408,2023-12-11,00:12:56,24.75,100.0,26.0,23.755,120.374
74DA38B053E4,2023-12-11,00:13:13,23.0,100.0,32.0,24.797,121.001
74DA38B053F8,2023-12-11,00:14:18,24.75,100.0,40.0,24.807,120.955
74DA38C7D58C,2023-12-11,00:14:39,22.75,100.0,34.0,24.843,120.927
74DA38C7D5E6,2023-12-11,00:14:45,24.75,100.0,55.0,23.62,120.261
74DA38B053F4,2023-12-11,00:14:55,27.62,100.0,2.0,24.79,120.953
74DA38C7D4C6,2023-12-11,00:15:02,26.5,100.0,27.0,23.788,120.444
74DA38C7D238,2023-12-11,00:15:04,23.62,100.0,11.0,23.72,120.338
74DA38C7D606,2023-12-11,00:15:19,24.87,96.0,32.0,24.822,120.973
74DA38B0539E,2023-12-11,00:15:24,23.87,100.0,154.0,23.581,120.559
74DA38C7D510,2023-12-11,00:15:33,25.25,100.0,38.0,24.789,120.927
74DA38B053D4,2023-12-11,00:15:40,23.75,83.0,21.0,25.021,121.501
74DA38C7D652,2023-12-11,00:15:44,23.12,100.0,34.0,24.784,121.022
74DA38B053E0,2023-12-11,00:16:00,25.0,91.0,28.0,25.062,121.451
74DA38C7D5B8,2023-12-11,00:16:17,27.37,100.0,13.0,23.6,120.179
74DA38C7D4B4,2023-12-11,00:16:32,26.37,80.0,51.0,23.605,120.459
74DA38B05406,2023-12-11,00:16:37,24.5,100.0,42.0,23.698,120.539
74DA38C7D46C,2023-12-11,00:16:38,24.62,100.0,65.0,23.483,120.487
74DA38B053B2,2023-12-11,00:17:29,24.75,100.0,0.0,23.462,120.454
74DA38C7D242,2023-12-11,00:17:38,26.87,100.0,52.0,23.711,120.265
74DA38B053CA,2023-12-11,00:17:54,22.25,85.0,46.0,24.948,121.206
74DA38C7CEA6,2023-12-11,00:18:01,25.87,86.0,40.0,23.474,120.47
74DA38C7D5AE,2023-12-11,00:18:04,26.12,100.0,21.0,23.612,120.158
74DA38C7D092,2023-12-11,00:18:09,24.5,91.0,37.0,23.442,120.454
74DA38C7D616,2023-12-11,00:18:09,24.25,100.0,26.0,24.794,120.978
74DA38C7D402,2023-12-11,00:18:14,25.75,100.0,21.0,23.792,120.33
74DA38C7D60A,2023-12-11,00:18:14,24.12,100.0,0.0,24.741,120.906
74DA38C7D2AC,2023-12-11,00:18:24,26.37,100.0,43.0,23.707,120.451
74DA38C7CEAC,2023-12-11,00:18:27,25.87,100.0,42.0,23.459,120.455
74DA38C7D454,2023-12-11,00:18:28,26.12,100.0,0.0,23.773,120.265
74DA38C7D63E,2023-12-11,00:18:47,23.25,100.0,16.0,24.747,121.004
74DA38C7D62A,2023-12-11,00:19:00,23.87,100.0,5.0,24.813,120.981
74DA38C7D640,2023-12-11,00:19:03,24.12,100.0,39.0,24.802,120.959
74DA38C7D408,2023-12-11,00:19:04,24.75,100.0,26.0,23.755,120.374
74DA38B053E4,2023-12-11,00:19:16,23.0,100.0,30.0,24.797,121.001
74DA38B053F8,2023-12-11,00:20:14,24.75,100.0,39.0,24.807,120.955
74DA38C7D58C,2023-12-11,00:20:48,22.75,100.0,35.0,24.843,120.927
74DA38B053F4,2023-12-11,00:20:51,27.62,100.0,2.0,24.79,120.953
74DA38C7D5E6,2023-12-11,00:21:04,24.87,100.0,55.0,23.62,120.261
74DA38C7D4C6,2023-12-11,00:21:07,26.62,100.0,28.0,23.788,120.444
74DA38B0539E,2023-12-11,00:21:23,24.25,100.0,145.0,23.581,120.559
74DA38C7D606,2023-12-11,00:21:25,24.87,96.0,32.0,24.822,120.973
74DA38B053D4,2023-12-11,00:21:33,23.75,83.0,20.0,25.021,121.501
74DA38C7D510,2023-12-11,00:21:37,25.25,100.0,38.0,24.789,120.927
74DA38C7D652,2023-12-11,00:21:56,23.25,100.0,34.0,24.784,121.022
74DA38B053E0,2023-12-11,00:21:57,25.0,92.0,28.0,25.062,121.451
74DA38C7D5B8,2023-12-11,00:22:22,27.37,100.0,14.0,23.6,120.179
74DA38B05406,2023-12-11,00:22:33,24.75,100.0,40.0,23.698,120.539
