device_id,date,time,temperature,RH,PM2.5,lat,lon
74DA38C7D5AE,2023-09-09,00:00:10,29.36,100.0,0.0,23.612,120.158
74DA38B053E4,2023-09-09,00:00:15,25.12,100.0,6.0,24.797,121.001
74DA38C7D238,2023-09-09,00:00:16,26.0,100.0,0.0,23.72,120.338
74DA38C7D616,2023-09-09,00:00:28,26.12,100.0,3.0,24.794,120.978
74DA38C7D242,2023-09-09,00:00:34,28.5,100.0,1.0,23.711,120.265
74DA38B053B2,2023-09-09,00:00:38,26.87,100.0,0.0,23.462,120.454
74DA38C7CEA6,2023-09-09,00:00:42,29.11,93.0,0.0,23.474,120.47
74DA38C7D2AC,2023-09-09,00:00:56,27.5,100.0,8.0,23.707,120.451
74DA38C7D252,2023-09-09,00:01:00,27.87,100.0,1.0,23.633,120.401
74DA38C7D58C,2023-09-09,00:01:00,26.0,100.0,8.0,24.843,120.927
74DA38C7CEAC,2023-09-09,00:01:07,26.5,100.0,0.0,23.459,120.455
74DA38C7D63E,2023-09-09,00:01:09,25.62,100.0,1.0,24.747,121.004
74DA38C7CF64,2023-09-09,00:01:10,26.75,100.0,0.0,23.547,120.195
74DA38C7D4BA,2023-09-09,00:01:11,27.0,100.0,0.0,23.798,120.438
74DA38C7D092,2023-09-09,00:01:14,26.87,100.0,0.0,23.442,120.454
74DA38C7D606,2023-09-09,00:01:21,27.62,96.0,8.0,24.822,120.973
74DA38C7D60A,2023-09-09,00:01:25,27.12,100.0,7.0,24.741,120.906
74DA38B05406,2023-09-09,00:01:35,27.62,100.0,0.0,23.698,120.539
74DA38C7D510,2023-09-09,00:01:38,27.25,100.0,6.0,24.789,120.927
74DA38B0539E,2023-09-09,00:01:47,26.87,100.0,0.0,23.581,120.559
74DA38C7D5A2,2023-09-09,00:01:50,27.37,100.0,0.0,23.472,120.453
74DA38C7D4B4,2023-09-09,00:01:52,29.0,87.0,2.0,23.605,120.459
74DA38C7D652,2023-09-09,00:01:52,26.5,100.0,10.0,24.784,121.022
74DA38C7D62A,2023-09-09,00:02:27,25.37,100.0,0.0,24.813,120.981
74DA38C7CF66,2023-09-09,00:02:28,29.75,100.0,0.0,23.699,120.54
74DA38C7D402,2023-09-09,00:02:28,29.36,100.0,1.0,23.792,120.33
74DA38C7D2A4,2023-09-09,00:02:46,27.5,100.0,2.0,25.062,121.451
74DA38C7D640,2023-09-09,00:02:46,27.37,100.0,6.0,24.802,120.959
74DA38C7D46C,2023-09-09,00:03:07,26.75,100.0,0.0,23.483,120.487
74DA38B053D6,2023-09-09,00:03:11,25.75,87.0,0.0,23.479,120.464
74DA38C7D3A2,2023-09-09,00:03:14,27.5,100.0,0.0,23.599,120.28
